Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
970.51,147.0,25.0,-10.0,1922.0
970.79,146.0,25.0,2159.7,1872.0
971.01,145.0,25.0,-10.0,1894.0
971.26,144.0,25.0,1973.62,1906.0
971.47,143.0,25.0,623.4,1866.0
971.68,142.0,25.0,-10.0,1814.0
971.91,141.0,25.0,623.75,1404.0
972.12,140.0,25.0,639.18,1719.0
972.32,139.0,25.0,676.91,1371.0
972.53,138.0,25.0,1796.98,1150.0
972.75,137.0,25.0,-10.0,967.0
972.98,136.0,25.0,-10.0,993.0
973.21,135.0,25.0,-10.0,873.0
973.45,134.0,25.0,-10.0,799.0
973.68,133.0,25.0,-10.0,808.0
973.91,132.0,25.0,-10.0,823.0
974.14,131.0,25.0,-10.0,745.0
974.37,130.0,25.0,-10.0,705.0
974.61,129.0,25.0,-10.0,740.0
974.84,128.0,25.0,716.01,628.0
975.05,127.0,25.0,716.18,625.0
975.26,126.0,25.0,711.55,620.0
975.46,125.0,25.0,715.84,604.0
975.67,124.0,25.0,711.55,590.0
975.88,123.0,25.0,720.3,578.0
976.09,122.0,25.0,-10.0,579.0
976.37,121.0,25.0,2165.36,574.0
976.59,120.0,25.0,-10.0,568.0
976.84,119.0,25.0,1367.2,569.0
977.05,118.0,25.0,683.77,548.0
977.26,117.0,25.0,697.15,553.0
977.47,116.0,25.0,709.84,535.0
977.67,115.0,25.0,698.86,543.0
977.88,114.0,25.0,710.01,534.0
978.09,113.0,25.0,1349.53,516.0
978.3,112.0,25.0,1259.15,521.0
978.51,111.0,25.0,1351.59,517.0
978.72,110.0,25.0,-10.0,512.0
978.98,109.0,25.0,1379.03,504.0
979.19,108.0,25.0,-10.0,514.0
979.44,107.0,25.0,720.81,513.0
979.65,106.0,25.0,717.38,503.0
979.86,105.0,25.0,1350.39,500.0
980.07,104.0,25.0,796.96,500.0
980.28,103.0,25.0,713.27,501.0
980.49,102.0,25.0,717.56,495.0
980.7,101.0,25.0,729.22,495.0
980.9,100.0,25.0,730.25,496.0
981.11,99.0,25.0,721.5,495.0
981.32,98.0,25.0,1345.25,493.0
981.53,97.0,25.0,1333.58,493.0
981.74,96.0,25.0,1303.23,500.0
981.96,95.0,25.0,706.75,489.0
982.16,94.0,25.0,705.04,498.0
982.37,93.0,25.0,706.92,493.0
982.58,92.0,25.0,738.99,490.0
982.79,91.0,25.0,735.05,498.0
983.0,90.0,25.0,724.76,489.0
983.2,89.0,25.0,1342.5,498.0
983.41,88.0,25.0,1336.5,504.0
983.63,87.0,25.0,1337.01,497.0
983.84,86.0,25.0,1343.19,497.0
984.05,85.0,25.0,1326.38,501.0
984.26,84.0,25.0,382.27,500.0
984.47,83.0,25.0,3008.45,502.0
984.69,82.0,25.0,1339.93,516.0
984.9,81.0,25.0,1344.56,520.0
985.11,80.0,25.0,1345.93,521.0
985.32,79.0,25.0,1358.28,509.0
985.54,78.0,25.0,1343.7,522.0
985.75,77.0,25.0,710.18,520.0
985.96,76.0,25.0,3021.32,540.0
986.18,75.0,25.0,1406.13,525.0
986.39,74.0,25.0,1359.82,529.0
986.6,73.0,25.0,3022.69,536.0
986.82,72.0,25.0,3185.61,536.0
987.04,71.0,25.0,3019.94,557.0
987.27,70.0,25.0,1374.4,541.0
987.48,69.0,25.0,1387.78,541.0
987.69,68.0,25.0,2354.87,569.0
987.91,67.0,25.0,3181.67,576.0
988.13,66.0,25.0,3055.1,559.0
988.35,65.0,25.0,3039.67,556.0
988.57,64.0,25.0,-10.0,563.0
988.84,63.0,25.0,3186.64,585.0
989.06,62.0,25.0,3182.7,582.0
989.28,61.0,25.0,3187.33,583.0
989.51,60.0,25.0,-10.0,604.0
989.84,59.0,25.0,3200.7,594.0
990.07,58.0,25.0,3191.44,606.0
990.29,57.0,25.0,1780.51,622.0
990.5,56.0,25.0,-10.0,626.0
990.84,55.0,25.0,1780.51,614.0
991.06,54.0,25.0,1793.03,759.0
991.27,53.0,25.0,1774.85,673.0
991.49,52.0,25.0,1780.17,658.0
991.7,51.0,25.0,729.9,731.0
991.91,50.0,25.0,3194.53,800.0
992.13,49.0,25.0,1766.79,757.0
992.35,48.0,25.0,1444.37,797.0
992.56,47.0,25.0,3208.94,890.0
992.78,46.0,25.0,1619.82,831.0
993.0,45.0,25.0,1611.93,863.0
993.21,44.0,25.0,1622.73,869.0
993.42,43.0,25.0,1632.68,876.0
993.64,42.0,25.0,1775.54,825.0
993.85,41.0,25.0,1758.22,1032.0
994.06,40.0,25.0,1632.68,1002.0
994.28,39.0,25.0,1629.76,1048.0
994.49,38.0,25.0,1606.44,1313.0
994.7,37.0,25.0,3225.23,1476.0
994.93,36.0,25.0,1586.2,1575.0
995.14,35.0,25.0,1145.62,1597.0
995.35,34.0,25.0,3252.5,1587.0
995.57,33.0,25.0,1186.78,1537.0
995.78,32.0,25.0,1497.19,1522.0
996.0,31.0,25.0,1451.92,1529.0
996.21,30.0,25.0,917.52,1552.0
996.42,29.0,25.0,1193.13,1547.0
996.63,28.0,25.0,-10.0,1543.0
996.97,27.0,25.0,1547.27,1556.0
997.18,26.0,25.0,1511.26,1544.0
997.39,25.0,25.0,1448.49,1550.0
997.61,24.0,25.0,882.54,1547.0
997.82,23.0,25.0,1519.83,1530.0
998.03,22.0,25.0,-10.0,1559.0
998.37,21.0,25.0,1483.48,1538.0
998.58,20.0,25.0,1469.41,1544.0
998.79,19.0,25.0,1523.09,1540.0
999.0,18.0,25.0,770.21,1548.0
999.21,17.0,25.0,1457.58,1529.0
999.42,16.0,25.0,1710.37,1511.0
999.64,15.0,25.0,1434.94,1538.0
999.85,14.0,25.0,1434.25,1536.0
1000.06,13.0,25.0,1210.45,1538.0
1000.27,12.0,25.0,1206.33,1569.0
1000.48,11.0,25.0,1495.99,1527.0
1000.7,10.0,25.0,1495.48,1488.0
1000.91,9.0,25.0,1739.18,1531.0
1001.12,8.0,25.0,1116.29,1492.0
1001.33,7.0,25.0,1094.68,1533.0
1001.54,6.0,25.0,1458.26,1523.0
1001.76,5.0,25.0,1435.8,1466.0
1001.97,4.0,25.0,1453.46,1476.0
1002.18,3.0,25.0,1441.11,1496.0
1002.39,2.0,25.0,899.86,1496.0
1002.6,1.0,25.0,1451.06,1553.0
1002.82,0.0,25.0,587.22,1543.0
1003.02,-1.0,26.0,1510.06,1532.0
1003.24,0.0,26.0,-10.0,1553.0
1003.57,1.0,26.0,1438.2,1515.0
1003.79,2.0,26.0,1429.28,1484.0
1004.0,3.0,26.0,1431.0,1512.0
1004.21,4.0,26.0,-10.0,1490.0
1004.55,5.0,26.0,1458.26,1520.0
1004.76,6.0,26.0,1446.26,1491.0
1004.97,7.0,26.0,1073.93,1491.0
1005.19,8.0,26.0,1450.38,1482.0
1005.4,9.0,26.0,1445.74,1461.0
1005.61,10.0,26.0,1069.65,1514.0
1005.82,11.0,26.0,1488.79,1531.0
1006.03,12.0,26.0,1480.22,1499.0
1006.24,13.0,26.0,1454.32,1512.0
1006.46,14.0,26.0,1446.43,1544.0
1006.67,15.0,26.0,1450.03,1536.0
1006.88,16.0,26.0,1442.31,1539.0
1007.09,17.0,26.0,728.02,1534.0
1007.3,18.0,26.0,1518.12,1527.0
1007.52,19.0,26.0,-10.0,1539.0
1007.85,20.0,26.0,1527.04,1546.0
1008.07,21.0,26.0,1510.57,1525.0
1008.28,22.0,26.0,1493.59,1535.0
1008.49,23.0,26.0,817.2,1565.0
1008.7,24.0,26.0,1449.17,1542.0
1008.91,25.0,26.0,1582.6,1546.0
1009.13,26.0,26.0,1444.2,1549.0
1009.34,27.0,26.0,1443.52,1543.0
1009.55,28.0,26.0,1517.26,1559.0
1009.76,29.0,26.0,1538.18,1561.0
1009.98,30.0,26.0,838.46,1555.0
1010.19,31.0,26.0,1763.02,1557.0
1010.4,32.0,26.0,-10.0,1546.0
1010.74,33.0,26.0,1526.18,1517.0
1010.95,34.0,26.0,1494.11,1520.0
1011.16,35.0,26.0,1480.9,1591.0
1011.38,36.0,26.0,1793.55,1532.0
1011.59,37.0,26.0,1581.74,1636.0
1011.8,38.0,26.0,1602.67,1534.0
1012.02,39.0,26.0,1589.98,1487.0
1012.23,40.0,26.0,1606.78,1162.0
1012.44,41.0,26.0,1630.96,1259.0
1012.66,42.0,26.0,1762.33,938.0
1012.87,43.0,26.0,1629.94,978.0
1013.08,44.0,26.0,1636.11,988.0
1013.3,45.0,26.0,1636.62,822.0
1013.51,46.0,26.0,1636.97,876.0
1013.72,47.0,26.0,3200.53,836.0
1013.95,48.0,26.0,1632.51,838.0
1014.16,49.0,26.0,1610.39,756.0
1014.37,50.0,26.0,1524.46,729.0
1014.59,51.0,26.0,1779.83,779.0
1014.8,52.0,26.0,1765.08,728.0
1015.02,53.0,26.0,1762.68,749.0
1015.23,54.0,26.0,1786.69,702.0
1015.44,55.0,26.0,3186.81,779.0
1015.66,56.0,26.0,1780.34,630.0
1015.88,57.0,26.0,1767.48,633.0
1016.09,58.0,26.0,1775.2,633.0
1016.31,59.0,26.0,1793.38,638.0
1016.52,60.0,26.0,3185.1,620.0
1016.75,61.0,26.0,1809.32,605.0
1016.96,62.0,26.0,3191.1,666.0
1017.18,63.0,26.0,3213.4,582.0
1017.41,64.0,26.0,3190.41,603.0
1017.63,65.0,26.0,3042.24,586.0
1017.85,66.0,26.0,3043.27,562.0
1018.07,67.0,26.0,3041.72,575.0
1018.29,68.0,26.0,3203.28,577.0
1018.52,69.0,26.0,3012.74,546.0
1018.74,70.0,26.0,1382.98,568.0
1018.95,71.0,26.0,3223.17,552.0
1019.17,72.0,26.0,1382.29,562.0
1019.38,73.0,26.0,1369.08,552.0
1019.59,74.0,26.0,3019.6,550.0
1019.82,75.0,26.0,1359.82,536.0
1020.03,76.0,26.0,1380.23,528.0
1020.24,77.0,26.0,1386.41,524.0
1020.45,78.0,26.0,1377.49,540.0
1020.66,79.0,26.0,1358.28,530.0
1020.88,80.0,26.0,1344.9,536.0
1021.09,81.0,26.0,1357.59,516.0
1021.3,82.0,26.0,1332.9,520.0
1021.51,83.0,26.0,741.74,517.0
1021.72,84.0,26.0,1336.33,515.0
1021.93,85.0,26.0,3007.08,511.0
1022.15,86.0,26.0,1341.99,515.0
1022.36,87.0,26.0,1347.13,519.0
1022.58,88.0,26.0,1342.84,505.0
1022.79,89.0,26.0,1330.33,516.0
1023.0,90.0,26.0,712.75,504.0
1023.21,91.0,26.0,1346.96,514.0
1023.42,92.0,26.0,2998.51,507.0
1023.64,93.0,26.0,1325.87,503.0
1023.85,94.0,26.0,1347.3,495.0
1024.06,95.0,26.0,1337.19,497.0
1024.28,96.0,26.0,1362.91,511.0
1024.49,97.0,26.0,767.29,499.0
1024.7,98.0,26.0,708.12,499.0
1024.91,99.0,26.0,1341.3,509.0
1025.12,100.0,26.0,1340.96,504.0
1025.33,101.0,26.0,517.24,515.0
1025.54,102.0,26.0,733.51,509.0
1025.74,103.0,26.0,734.88,507.0
1025.95,104.0,26.0,1346.1,507.0
1026.16,105.0,26.0,709.67,515.0
1026.37,106.0,26.0,729.39,508.0
1026.58,107.0,26.0,710.18,518.0
1026.79,108.0,26.0,1345.07,520.0
1027.0,109.0,26.0,726.82,516.0
1027.21,110.0,26.0,716.87,523.0
1027.42,111.0,26.0,720.99,519.0
1027.62,112.0,26.0,1351.76,519.0
1027.83,113.0,26.0,1301.0,528.0
1028.05,114.0,26.0,-10.0,533.0
1028.33,115.0,26.0,-10.0,538.0
1028.6,116.0,26.0,-10.0,547.0
1028.88,117.0,26.0,699.03,553.0
1029.09,118.0,26.0,700.58,547.0
1029.3,119.0,26.0,693.89,562.0
1029.51,120.0,26.0,696.46,567.0
1029.71,121.0,26.0,696.29,586.0
1029.92,122.0,26.0,2159.87,589.0
1030.14,123.0,26.0,2153.7,585.0
1030.36,124.0,26.0,-10.0,592.0
1030.65,125.0,26.0,2188.85,624.0
1030.87,126.0,26.0,-10.0,634.0
1031.11,127.0,26.0,-10.0,625.0
1031.4,128.0,26.0,2171.88,631.0
1031.61,129.0,26.0,694.75,658.0
1031.82,130.0,26.0,696.12,647.0
1032.03,131.0,26.0,635.41,763.0
1032.23,132.0,26.0,2146.32,815.0
1032.45,133.0,26.0,2146.84,697.0
1032.67,134.0,26.0,1941.04,838.0
1032.88,135.0,26.0,-10.0,916.0
1033.12,136.0,26.0,-10.0,993.0
1033.4,137.0,26.0,-10.0,1038.0
1033.63,138.0,26.0,-10.0,1444.0
1033.86,139.0,26.0,-10.0,1537.0
1034.09,140.0,26.0,-10.0,1820.0
1034.32,141.0,26.0,-10.0,1897.0
1034.6,142.0,26.0,-10.0,1924.0
1034.84,143.0,26.0,-10.0,1953.0
1035.07,144.0,26.0,-10.0,1928.0
1035.35,145.0,26.0,-10.0,1960.0
1035.63,146.0,26.0,1967.96,1960.0
1035.84,147.0,26.0,606.25,1955.0
1036.05,148.0,26.0,-10.0,1978.0
1036.32,149.0,26.0,-10.0,1976.0
1036.6,150.0,26.0,-10.0,1984.0
1036.88,151.0,26.0,-10.0,2000.0
1037.16,152.0,26.0,-10.0,2007.0
1037.44,153.0,26.0,-10.0,1977.0
1037.72,154.0,26.0,-10.0,1949.0
1038.0,155.0,26.0,-10.0,1938.0
1038.28,156.0,26.0,-10.0,1895.0
1038.56,157.0,26.0,632.49,1730.0
1038.77,158.0,26.0,643.13,1747.0
1038.97,159.0,26.0,-10.0,866.0
1039.21,160.0,26.0,-10.0,563.0
1039.49,161.0,26.0,-10.0,811.0
1039.77,162.0,26.0,-10.0,593.0
1040.05,163.0,26.0,-10.0,677.0
1040.39,164.0,26.0,-10.0,1688.0
1040.73,165.0,26.0,-10.0,1849.0
1040.98,166.0,26.0,-10.0,1908.0
1041.26,167.0,26.0,-10.0,2008.0
1041.53,168.0,26.0,-10.0,1988.0
1041.81,169.0,26.0,-10.0,2063.0
1042.09,170.0,26.0,-10.0,2132.0
1042.32,171.0,26.0,-10.0,2162.0
1042.56,172.0,26.0,-10.0,2207.0
1042.79,173.0,26.0,-10.0,2232.0
1043.02,174.0,26.0,-10.0,2231.0
1043.25,175.0,26.0,-10.0,2226.0
1043.48,176.0,26.0,-10.0,2226.0
1043.72,177.0,26.0,-10.0,2255.0
1043.95,178.0,26.0,-10.0,2235.0
1044.18,179.0,26.0,-10.0,2242.0
1044.41,180.0,26.0,-10.0,2230.0
1044.7,181.0,27.0,-10.0,2213.0
1044.97,180.0,27.0,-10.0,2205.0
1045.26,179.0,27.0,-10.0,2200.0
1045.53,178.0,27.0,-10.0,2219.0
1045.77,177.0,27.0,-10.0,2210.0
1046.0,176.0,27.0,-10.0,2210.0
1046.23,175.0,27.0,-10.0,2217.0
1046.46,174.0,27.0,-10.0,2193.0
1046.69,173.0,27.0,-10.0,2197.0
1046.93,172.0,27.0,-10.0,2193.0
1047.16,171.0,27.0,-10.0,2079.0
1047.39,170.0,27.0,-10.0,2146.0
1047.62,169.0,27.0,-10.0,2150.0
1047.85,168.0,27.0,-10.0,2081.0
1048.14,167.0,27.0,-10.0,2066.0
1048.42,166.0,27.0,-10.0,2041.0
1048.7,165.0,27.0,-10.0,1995.0
1048.97,164.0,27.0,-10.0,1955.0
1049.25,163.0,27.0,-10.0,1902.0
1049.53,162.0,27.0,-10.0,1872.0
1049.81,161.0,27.0,-10.0,1861.0
1050.09,160.0,27.0,-10.0,1839.0
1050.37,159.0,27.0,-10.0,1822.0
1050.65,158.0,27.0,-10.0,1899.0
1050.93,157.0,27.0,-10.0,1941.0
1051.21,156.0,27.0,-10.0,1976.0
1051.49,155.0,27.0,-10.0,2004.0
1051.77,154.0,27.0,-10.0,1994.0
1052.05,153.0,27.0,-10.0,1997.0
1052.32,152.0,27.0,-10.0,2003.0
1052.6,151.0,27.0,-10.0,2024.0
1052.88,150.0,27.0,-10.0,2016.0
1053.16,149.0,27.0,-10.0,2000.0
1053.44,148.0,27.0,-10.0,1984.0
1053.72,147.0,27.0,-10.0,1999.0
1054.0,146.0,27.0,-10.0,2005.0
1054.23,145.0,27.0,2158.33,1985.0
1054.45,144.0,27.0,-10.0,1953.0
1054.69,143.0,27.0,-10.0,1957.0
1054.97,142.0,27.0,-10.0,1964.0
1055.25,141.0,27.0,-10.0,1924.0
1055.48,140.0,27.0,647.41,1883.0
1055.69,139.0,27.0,1184.04,1739.0
1055.9,138.0,27.0,-10.0,1694.0
1056.18,137.0,27.0,-10.0,1440.0
1056.42,136.0,27.0,-10.0,1005.0
1056.65,135.0,27.0,-10.0,1012.0
1056.88,134.0,27.0,2161.76,829.0
1057.1,133.0,27.0,681.54,902.0
1057.31,132.0,27.0,2154.9,737.0
1057.52,131.0,27.0,2145.12,688.0
1057.74,130.0,27.0,-10.0,663.0
1058.0,129.0,27.0,-10.0,762.0
1058.23,128.0,27.0,-10.0,659.0
1058.51,127.0,27.0,-10.0,698.0
1058.74,126.0,27.0,-10.0,639.0
1059.02,125.0,27.0,-10.0,619.0
1059.3,124.0,27.0,-10.0,607.0
1059.58,123.0,27.0,2161.76,605.0
1059.8,122.0,27.0,2165.7,607.0
1060.01,121.0,27.0,704.86,593.0
1060.22,120.0,27.0,713.1,585.0
1060.43,119.0,27.0,700.23,580.0
1060.64,118.0,27.0,-10.0,564.0
1060.88,117.0,27.0,-10.0,566.0
1061.16,116.0,27.0,-10.0,560.0
1061.44,115.0,27.0,-10.0,552.0
1061.72,114.0,27.0,-10.0,549.0
1062.0,113.0,27.0,724.76,545.0
1062.2,112.0,27.0,-10.0,540.0
1062.46,111.0,27.0,716.36,528.0
1062.67,110.0,27.0,705.89,526.0
1062.88,109.0,27.0,1379.2,528.0
1063.09,108.0,27.0,756.14,525.0
1063.3,107.0,27.0,1378.86,525.0
1063.51,106.0,27.0,-10.0,525.0
1063.76,105.0,27.0,-10.0,527.0
1064.04,104.0,27.0,-10.0,516.0
1064.38,103.0,27.0,-10.0,516.0
1064.72,102.0,27.0,-10.0,522.0
1065.06,101.0,27.0,1369.26,513.0
1065.28,100.0,27.0,719.96,516.0
1065.48,99.0,27.0,1331.18,511.0
1065.69,98.0,27.0,698.86,510.0
1065.9,97.0,27.0,1352.45,513.0
1066.11,96.0,27.0,3002.45,516.0
1066.34,95.0,27.0,1346.1,516.0
1066.55,94.0,27.0,1334.27,516.0
1066.76,93.0,27.0,1385.89,508.0
1066.97,92.0,27.0,1336.5,517.0
1067.18,91.0,27.0,690.46,507.0
1067.39,90.0,27.0,1353.31,515.0
1067.6,89.0,27.0,2998.68,525.0
1067.82,88.0,27.0,1338.9,519.0
1068.04,87.0,27.0,1364.63,527.0
1068.25,86.0,27.0,1343.36,519.0
1068.46,85.0,27.0,1340.79,519.0
1068.67,84.0,27.0,688.4,536.0
1068.88,83.0,27.0,1365.48,531.0
1069.09,82.0,27.0,3186.98,525.0
1069.31,81.0,27.0,1354.51,538.0
1069.53,80.0,27.0,1354.85,533.0
1069.74,79.0,27.0,1362.74,529.0
1069.95,78.0,27.0,1341.64,550.0
1070.16,77.0,27.0,1380.06,538.0
1070.37,76.0,27.0,1363.6,548.0
1070.58,75.0,27.0,3018.57,551.0
1070.81,74.0,27.0,1343.02,542.0
1071.02,73.0,27.0,1373.2,553.0
1071.23,72.0,27.0,3032.12,572.0
1071.45,71.0,27.0,2511.62,548.0
1071.67,70.0,27.0,3198.13,566.0
1071.89,69.0,27.0,3046.53,603.0
1072.11,68.0,27.0,505.07,571.0
1072.32,67.0,27.0,3190.07,583.0
1072.54,66.0,27.0,3190.07,624.0
1072.77,65.0,27.0,3185.78,599.0
1072.99,64.0,27.0,1793.89,594.0
1073.2,63.0,27.0,1784.46,588.0
1073.42,62.0,27.0,1776.74,597.0
1073.63,61.0,27.0,1782.74,640.0
1073.85,60.0,27.0,1763.71,605.0
1074.06,59.0,27.0,1630.96,666.0
1074.27,58.0,27.0,1776.4,749.0
1074.49,57.0,27.0,789.24,683.0
1074.7,56.0,27.0,3192.82,666.0
1074.92,55.0,27.0,1780.0,714.0
1075.13,54.0,27.0,3194.7,675.0
1075.36,53.0,27.0,1784.29,719.0
1075.57,52.0,27.0,1762.68,827.0
1075.79,51.0,27.0,1142.02,828.0
1076.0,50.0,27.0,1475.07,776.0
1076.21,49.0,27.0,828.0,850.0
1076.42,48.0,27.0,3195.56,904.0
1076.64,47.0,27.0,1636.11,872.0
1076.85,46.0,27.0,1755.13,883.0
1077.07,45.0,27.0,3209.28,950.0
1077.29,44.0,27.0,1731.81,957.0
1077.5,43.0,27.0,1752.9,1188.0
1077.72,42.0,27.0,3218.54,1284.0
1077.94,41.0,27.0,1623.76,1394.0
1078.15,40.0,27.0,1627.71,1188.0
1078.37,39.0,27.0,3212.02,1523.0
1078.59,38.0,27.0,1514.34,1328.0
1078.8,37.0,27.0,1527.04,1502.0
1079.02,36.0,27.0,1535.44,1604.0
1079.23,35.0,27.0,813.42,1627.0
1079.44,34.0,27.0,1538.87,1582.0
1079.65,33.0,27.0,1154.37,1566.0
1079.86,32.0,27.0,1149.39,1566.0
1080.07,31.0,27.0,1622.73,1575.0
1080.29,30.0,27.0,1618.62,1571.0
1080.5,29.0,27.0,1448.49,1557.0
1080.71,28.0,27.0,1430.14,1561.0
1080.92,27.0,27.0,1461.35,1589.0
1081.14,26.0,27.0,-10.0,1574.0
1081.47,25.0,27.0,1441.46,1549.0
1081.69,24.0,27.0,1435.11,1551.0
1081.9,23.0,27.0,1455.69,1555.0
1082.11,22.0,27.0,774.67,1560.0
1082.32,21.0,27.0,1586.2,1553.0
1082.53,20.0,27.0,-10.0,1545.0
1082.87,19.0,27.0,1512.8,1553.0
1083.08,18.0,27.0,1446.09,1538.0
1083.3,17.0,27.0,1445.06,1533.0
1083.51,16.0,27.0,725.27,1540.0
1083.72,15.0,27.0,767.29,1543.0
1083.93,14.0,27.0,784.44,1528.0
1084.13,13.0,27.0,1461.01,1527.0
1084.35,12.0,27.0,691.15,1531.0
1084.55,11.0,27.0,1502.51,1540.0
1084.77,10.0,27.0,1734.04,1502.0
1084.98,9.0,27.0,1499.42,1501.0
1085.19,8.0,27.0,1443.69,1490.0
1085.41,7.0,27.0,1442.83,1496.0
1085.62,6.0,27.0,1437.0,1482.0
1085.83,5.0,27.0,1095.03,1483.0
1086.04,4.0,27.0,1077.88,1495.0
1086.25,3.0,27.0,1428.94,1502.0
1086.46,2.0,27.0,1441.63,1497.0
1086.68,1.0,27.0,1111.83,1513.0
1086.89,0.0,27.0,1448.32,1446.0
1087.1,-1.0,28.0,1503.37,1461.0
1087.31,0.0,28.0,1491.36,1465.0
1087.52,1.0,28.0,1124.87,1470.0
1087.73,2.0,28.0,1501.48,1461.0
1087.95,3.0,28.0,1117.67,1494.0
1088.16,4.0,28.0,1008.25,1495.0
1088.37,5.0,28.0,1507.83,1475.0
1088.58,6.0,28.0,-10.0,1495.0
1088.83,7.0,28.0,1507.83,1492.0
1089.04,8.0,28.0,-10.0,1499.0
1089.3,9.0,28.0,1512.46,1528.0
1089.51,10.0,28.0,-10.0,1524.0
1089.76,11.0,28.0,1530.47,1533.0
1089.97,12.0,28.0,1739.35,1500.0
1090.19,13.0,28.0,1492.22,1526.0
1090.4,14.0,28.0,1466.5,1534.0
1090.61,15.0,28.0,1439.74,1522.0
1090.83,16.0,28.0,1435.46,1547.0
1091.04,17.0,28.0,1286.42,1545.0
1091.25,18.0,28.0,1508.69,1542.0
1091.46,19.0,28.0,-10.0,1539.0
1091.72,20.0,28.0,1564.25,1556.0
1091.93,21.0,28.0,-10.0,1551.0
1092.27,22.0,28.0,1505.6,1560.0
1092.48,23.0,28.0,1464.1,1550.0
1092.69,24.0,28.0,1448.15,1553.0
1092.91,25.0,28.0,1453.12,1578.0
1093.12,26.0,28.0,1439.4,1575.0
1093.33,27.0,28.0,1431.17,1553.0
1093.54,28.0,28.0,1443.17,1598.0
1093.76,29.0,28.0,1445.74,1589.0
1093.97,30.0,28.0,1439.74,1584.0
1094.18,31.0,28.0,1617.25,1592.0
1094.39,32.0,28.0,1150.94,1605.0
1094.6,33.0,28.0,1176.66,1619.0
1094.81,34.0,28.0,1611.41,1582.0
1095.03,35.0,28.0,1571.97,1624.0
1095.24,36.0,28.0,1473.01,1589.0
1095.45,37.0,28.0,1446.26,1623.0
1095.67,38.0,28.0,1462.04,1621.0
1095.88,39.0,28.0,680.86,1585.0
1096.09,40.0,28.0,3215.45,1378.0
1096.31,41.0,28.0,1606.27,1345.0
1096.52,42.0,28.0,1615.19,1202.0
1096.74,43.0,28.0,1608.67,1385.0
1096.95,44.0,28.0,1618.96,882.0
1097.16,45.0,28.0,1631.31,848.0
1097.38,46.0,28.0,1767.99,957.0
1097.59,47.0,28.0,1745.01,763.0
1097.8,48.0,28.0,1724.09,973.0
1098.02,49.0,28.0,1715.51,948.0
1098.23,50.0,28.0,1736.95,824.0
1098.45,51.0,28.0,1735.41,890.0
1098.66,52.0,28.0,1762.33,841.0
1098.87,53.0,28.0,1762.33,661.0
1099.09,54.0,28.0,1624.96,793.0
1099.3,55.0,28.0,1778.97,739.0
1099.52,56.0,28.0,1769.37,672.0
1099.73,57.0,28.0,1766.79,772.0
1099.94,58.0,28.0,1788.57,648.0
1100.16,59.0,28.0,1778.8,631.0
1100.37,60.0,28.0,1776.23,695.0
1100.59,61.0,28.0,1771.77,610.0
1100.8,62.0,28.0,3198.47,710.0
1101.03,63.0,28.0,1797.83,625.0
1101.24,64.0,28.0,1806.24,601.0
1101.45,65.0,28.0,3184.93,595.0
1101.68,66.0,28.0,3188.53,658.0
1101.9,67.0,28.0,3188.36,629.0
1102.12,68.0,28.0,3190.07,614.0
1102.34,69.0,28.0,3198.82,598.0
1102.57,70.0,28.0,-10.0,584.0
1102.91,71.0,28.0,3192.82,590.0
1103.13,72.0,28.0,-10.0,569.0
1103.39,73.0,28.0,3014.28,565.0
1103.61,74.0,28.0,3006.39,563.0
1103.83,75.0,28.0,717.04,577.0
1104.04,76.0,28.0,3028.52,560.0
1104.26,77.0,28.0,1377.66,550.0
1104.47,78.0,28.0,1364.45,556.0
1104.69,79.0,28.0,1380.23,556.0
1104.9,80.0,28.0,1348.16,560.0
1105.11,81.0,28.0,1351.08,536.0
1105.32,82.0,28.0,467.51,537.0
1105.53,83.0,28.0,1365.83,550.0
1105.74,84.0,28.0,3009.65,534.0
1105.96,85.0,28.0,1352.79,556.0
1106.17,86.0,28.0,1360.51,532.0
1106.38,87.0,28.0,1361.54,531.0
1106.6,88.0,28.0,1352.62,540.0
1106.81,89.0,28.0,680.34,525.0
1107.02,90.0,28.0,727.85,523.0
1107.22,91.0,28.0,1372.69,528.0
1107.44,92.0,28.0,1329.81,518.0
1107.65,93.0,28.0,419.49,528.0
1107.85,94.0,28.0,699.89,520.0
1108.06,95.0,28.0,710.87,513.0
1108.27,96.0,28.0,706.75,523.0
1108.48,97.0,28.0,704.69,518.0
1108.69,98.0,28.0,719.27,527.0
1108.89,99.0,28.0,720.99,520.0
1109.1,100.0,28.0,711.04,518.0
1109.31,101.0,28.0,702.29,522.0
1109.52,102.0,28.0,704.52,531.0
1109.73,103.0,28.0,702.29,525.0
1109.93,104.0,28.0,1366.68,525.0
1110.15,105.0,28.0,710.87,534.0
1110.35,106.0,28.0,714.98,527.0
1110.56,107.0,28.0,719.44,526.0
1110.77,108.0,28.0,-10.0,530.0
1111.02,109.0,28.0,696.46,540.0
1111.22,110.0,28.0,706.92,533.0
1111.43,111.0,28.0,711.21,543.0
1111.64,112.0,28.0,1369.6,549.0
1111.85,113.0,28.0,1374.74,545.0
1112.06,114.0,28.0,-10.0,555.0
1112.32,115.0,28.0,733.85,557.0
1112.53,116.0,28.0,724.07,571.0
1112.73,117.0,28.0,1371.14,568.0
1112.95,118.0,28.0,707.61,572.0
1113.15,119.0,28.0,-10.0,585.0
